hour_of_day,money,Weekdaysort,Monthsort,Date_jour,Date_annee,Time_heure,Time_minute,Time_seconde,cash_type,coffee_name,Time_of_Day,Weekday,Month_name,Date_mois
-0.9887509512354369,1.4465221976886165,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,-0.9887203523702093,-0.817822734072204,1.1648911889840505,0.0,1.469306471464339,0.015190246157726272,-1.4720446861318601,0.30517590758112756,0.5736294907005042
-0.5163188607077753,1.4465221976886165,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,-0.5162710609978353,-0.583611984586587,-0.43885066112670734,0.0,1.0856187696102557,-1.2093507338753493,-1.4720446861318601,0.30517590758112756,0.5736294907005042
-0.5163188607077753,1.4465221976886165,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,-0.5162710609978353,-0.5250592972151829,-0.6679566397139585,0.0,1.0856187696102557,-1.2093507338753493,-1.4720446861318601,0.30517590758112756,0.5736294907005042
-0.2801028154439446,-0.5628826097060418,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,-0.28004641531164814,0.9973105744413265,0.19119077998823328,0.0,-1.2165074415142423,-1.2093507338753493,-1.4720446861318601,0.30517590758112756,0.5736294907005042
-0.2801028154439446,1.4465221976886165,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,-0.28004641531164814,1.114415949184135,-0.8970626183012096,0.0,1.469306471464339,-1.2093507338753493,-1.4720446861318601,0.30517590758112756,0.5736294907005042
0.19232927508371683,0.44181979399128657,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,0.19240287606072592,0.5874417628414971,0.9930617050436122,0.0,-0.8328197396601593,-1.2093507338753493,-1.4720446861318601,0.30517590758112756,0.5736294907005042
0.42854532034754755,1.4465221976886165,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,0.428627521746913,-0.583611984586587,-1.584380554062963,0.0,1.0856187696102557,-1.2093507338753493,-1.4720446861318601,0.30517590758112756,0.5736294907005042
0.900977410875209,0.44181979399128657,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,0.901076813119287,0.5874417628414971,-1.5271040594161502,0.0,-0.8328197396601593,1.239731226190802,-1.4720446861318601,0.30517590758112756,0.5736294907005042
1.1371934561390398,1.4465221976886165,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,1.1373014588054742,-0.40795392247237444,-1.641657048709776,0.0,-0.0654443359519933,1.239731226190802,-1.4720446861318601,0.30517590758112756,0.5736294907005042
1.1371934561390398,0.44181979399128657,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,1.1373014588054742,-0.34940123510097026,-0.8397861236543969,0.0,-0.8328197396601593,1.239731226190802,-1.4720446861318601,0.30517590758112756,0.5736294907005042
1.1371934561390398,0.44181979399128657,0.5855324480466901,-0.9867565279712074,-1.6857986465344652,-0.6017766833729703,1.1373014588054742,0.0019148891274550072,-0.7252331343607713,0.0,-0.8328197396601593,1.239731226190802,-1.4720446861318601,0.30517590758112756,0.5736294907005042
-0.9887509512354369,-0.5628826097060418,1.0928318113152808,-0.9867565279712074,-1.570162835293743,-0.6017766833729703,-0.9887203523702093,-0.40795392247237444,-1.3552745754757118,0.0,-1.2165074415142423,0.015190246157726272,-0.4906815620439534,0.30517590758112756,0.5736294907005042
-0.9887509512354369,0.44181979399128657,1.0928318113152808,-0.9867565279712074,-1.570162835293743,-0.6017766833729703,-0.9887203523702093,0.7045471375843055,0.6494027371627356,0.0,-0.8328197396601593,0.015190246157726272,-0.4906815620439534,0.30517590758112756,0.5736294907005042
