Engine size,Year of manufacture,Mileage,Price,Manufacturer,Model,Fuel type
-1.063932522114964,-0.2289751577935585,0.2053251564077437,-0.6591003343763508,-0.9425392597054306,-1.2708291634064828,0.8650420589847486
2.9964653589466232,1.232257502024932,-0.7639329394612075,2.2128767361901045,-0.24093195011377463,-2.1040504874338124,0.8650420589847486
-0.25185294590264645,1.023509979193719,-1.024355633038092,0.6341824133773364,-0.9425392597054306,-0.15986739803671018,-1.5166816717001321
0.018840246168125976,-1.690207817612049,1.3708632502651894,-0.7434180828130971,0.4606753594778814,0.9510943673330624,-0.32581980635769175
-1.063932522114964,0.18851988786886734,0.2132662342558277,-0.5958466253591569,1.1622826690695374,0.3956134846481761,0.8650420589847486
-0.5225461379734192,1.4410050248561448,-1.102328922910228,0.9502661861876955,-0.9425392597054306,-0.9930887220640396,0.8650420589847486
0.018840246168125976,0.6060149335312932,-0.3614919538243886,0.035397058883510926,-0.9425392597054306,-0.15986739803671018,-1.5166816717001321
-0.5225461379734192,1.1278837406093254,-1.143360151158676,1.0175848852683118,0.4606753594778814,0.6733539259906193,-0.32581980635769175
-0.7932393300441917,0.8147624563625061,-0.5459370941412217,-0.2339393281974908,1.1622826690695374,0.3956134846481761,0.8650420589847486
0.28953343823889843,-1.2727127719496232,2.0923987946341565,-0.7838216204131742,-0.9425392597054306,-0.9930887220640396,-1.5166816717001321
0.28953343823889843,1.023509979193719,-0.4122785659319064,0.20926777023262316,1.1622826690695374,-0.7153482807215965,-1.5166816717001321
0.28953343823889843,-1.4814602947808362,2.527162339666692,-0.8041465707302861,-1.6441465692970867,1.784315691360392,0.8650420589847486
-0.7932393300441917,0.2928936492844738,-0.2776012351164222,-0.3685151356001866,1.1622826690695374,-0.7153482807215965,-1.5166816717001321
0.5602266303096711,0.2928936492844738,-0.46327452104069183,0.13862317019102496,0.4606753594778814,0.9510943673330624,0.8650420589847486
-0.5225461379734192,-0.6464702034559844,-0.21355623292862352,-0.5992341170786756,0.4606753594778814,1.5065752500179488,0.8650420589847486
-0.25185294590264645,-1.5858340561964426,1.5324202224434325,-0.7909661484034317,1.1622826690695374,-0.7153482807215965,-1.5166816717001321
0.8309198223804434,-0.12460139637795206,0.06750768057324559,-0.12985094627046292,0.4606753594778814,0.9510943673330624,-0.32581980635769175
-0.7932393300441917,-1.2727127719496232,1.8617865444377772,-0.8040849799717494,0.4606753594778814,1.5065752500179488,0.8650420589847486
0.28953343823889843,1.4410050248561448,-1.175208199751519,2.395616516768502,0.4606753594778814,0.9510943673330624,-0.32581980635769175
-0.7932393300441917,-0.6464702034559844,0.5924422343517749,-0.7179810995374387,1.1622826690695374,0.3956134846481761,0.8650420589847486
-0.7932393300441917,-1.7945815790276554,0.1277845087382276,-0.732023792483807,1.1622826690695374,-0.7153482807215965,-0.32581980635769175
-0.25185294590264645,-0.8552177262871973,-0.48852128699356345,-0.49939549749068024,-0.9425392597054306,-0.15986739803671018,-1.5166816717001321
-1.063932522114964,-0.12460139637795206,0.03772514959290949,-0.4473513065271663,0.4606753594778814,0.6733539259906193,-0.32581980635769175
-1.063932522114964,-1.4814602947808362,1.7582454960108262,-0.7892416071644041,0.4606753594778814,0.6733539259906193,-0.32581980635769175
1.1016130144512162,0.5016411721156867,-0.6463798661494123,1.7361026743574877,-0.24093195011377463,-1.826310046091369,0.8650420589847486
